team, founded, last active, years active, max possible years, ratio
3628,2011,2011,1,6,0.16666666666666666
3629,2011,2011,1,6,0.16666666666666666
3630,2011,2016,6,6,1.0
3631,unknown,n/a,0,unknown,0
3632,2011,2016,6,6,1.0
3633,2011,2016,6,6,1.0
3634,2011,2016,6,6,1.0
3635,2011,2016,6,6,1.0
3636,2011,2016,6,6,1.0
3637,2011,2016,6,6,1.0
3638,2011,2011,1,6,0.16666666666666666
3639,2011,2014,4,6,0.6666666666666666
3640,2011,2013,3,6,0.5
3641,2011,2016,6,6,1.0
3642,2011,2012,2,6,0.3333333333333333
3643,2011,2014,4,6,0.6666666666666666
3644,2011,2011,1,6,0.16666666666666666
3645,2011,2012,2,6,0.3333333333333333
3646,2011,2016,6,6,1.0
3647,2011,2016,6,6,1.0
3648,2011,2016,6,6,1.0
3649,unknown,n/a,0,unknown,0
3650,2011,2016,6,6,1.0
3651,2011,2015,5,6,0.8333333333333334
3652,2011,2011,1,6,0.16666666666666666
3653,2011,2016,6,6,1.0
3654,2011,2016,6,6,1.0
3655,2011,2016,6,6,1.0
3656,2011,2016,6,6,1.0
3657,2011,2012,2,6,0.3333333333333333
3658,2011,2016,6,6,1.0
3659,2011,2015,5,6,0.8333333333333334
3660,2011,2016,6,6,1.0
3661,2011,2016,6,6,1.0
3662,2011,2013,3,6,0.5
3663,2011,2016,6,6,1.0
3664,2011,2011,1,6,0.16666666666666666
3665,2011,2011,1,6,0.16666666666666666
3666,2011,2016,6,6,1.0
3667,2011,2016,6,6,1.0
3668,2011,2016,6,6,1.0
3669,2011,2016,6,6,1.0
3670,2011,2011,1,6,0.16666666666666666
3672,2011,2013,3,6,0.5
3673,2011,2016,6,6,1.0
3674,2011,2016,6,6,1.0
3675,2011,2015,5,6,0.8333333333333334
3676,2011,2016,6,6,1.0
3677,2011,2012,2,6,0.3333333333333333
3679,2011,2016,6,6,1.0
3680,2011,2016,6,6,1.0
3681,2011,2016,6,6,1.0
3682,2011,2011,1,6,0.16666666666666666
3683,2011,2016,6,6,1.0
3684,2011,2016,5,6,0.8333333333333334
3685,2011,2014,4,6,0.6666666666666666
3686,2011,2013,3,6,0.5
3687,2011,2015,5,6,0.8333333333333334
3688,2011,2016,6,6,1.0
3690,2011,2015,5,6,0.8333333333333334
3691,2011,2016,6,6,1.0
3692,2011,2016,6,6,1.0
3693,2011,2016,6,6,1.0
3694,2011,2016,6,6,1.0
3695,2011,2016,6,6,1.0
3696,2011,2013,3,6,0.5
3697,2011,2012,2,6,0.3333333333333333
3698,2011,2011,1,6,0.16666666666666666
3699,2011,2015,5,6,0.8333333333333334
3700,2011,2016,5,6,0.8333333333333334
3701,2011,2015,5,6,0.8333333333333334
3703,2011,2014,4,6,0.6666666666666666
3704,2011,2016,6,6,1.0
3705,2011,2016,6,6,1.0
3706,2011,2013,3,6,0.5
3707,2011,2016,6,6,1.0
3708,2011,2011,1,6,0.16666666666666666
3709,2011,2016,6,6,1.0
3710,2011,2016,6,6,1.0
3711,2011,2016,6,6,1.0
3712,2011,2016,6,6,1.0
3713,2011,2011,1,6,0.16666666666666666
3714,2011,2016,5,6,0.8333333333333334
3715,2011,2011,1,6,0.16666666666666666
3716,2011,2013,3,6,0.5
3717,2011,2012,2,6,0.3333333333333333
3718,2011,2016,6,6,1.0
3719,2011,2016,6,6,1.0
3720,unknown,n/a,0,unknown,0
3721,2011,2016,6,6,1.0
3722,2011,2014,4,6,0.6666666666666666
3723,2011,2016,6,6,1.0
3724,unknown,n/a,0,unknown,0
3725,2011,2011,1,6,0.16666666666666666
3726,2011,2011,1,6,0.16666666666666666
3727,2011,2011,1,6,0.16666666666666666
3728,2011,2016,6,6,1.0
3729,2011,2016,6,6,1.0
3730,2011,2013,3,6,0.5
3731,2011,2011,1,6,0.16666666666666666
3732,2011,2013,3,6,0.5
3733,2011,2012,2,6,0.3333333333333333
3734,2011,2016,6,6,1.0
3735,2011,2016,6,6,1.0
3737,2011,2016,6,6,1.0
3738,2011,2011,1,6,0.16666666666666666
3739,2011,2016,4,6,0.6666666666666666
3740,2011,2016,6,6,1.0
3741,2011,2016,6,6,1.0
3742,2011,2011,1,6,0.16666666666666666
3743,2011,2016,6,6,1.0
3744,2011,2011,1,6,0.16666666666666666
3745,2011,2016,6,6,1.0
3746,2011,2011,1,6,0.16666666666666666
3747,2011,2013,3,6,0.5
3748,2011,2016,6,6,1.0
3749,2011,2016,6,6,1.0
3750,2011,2016,6,6,1.0
3751,2011,2016,6,6,1.0
3752,2011,2015,5,6,0.8333333333333334
3753,2011,2016,6,6,1.0
3754,2011,2016,6,6,1.0
3755,2011,2016,6,6,1.0
3756,2011,2016,6,6,1.0
3757,2011,2011,1,6,0.16666666666666666
3758,2011,2011,1,6,0.16666666666666666
3759,2011,2016,6,6,1.0
3760,2011,2016,6,6,1.0
3761,2011,2011,1,6,0.16666666666666666
3762,2011,2012,2,6,0.3333333333333333
3763,2011,2016,6,6,1.0
3764,2011,2013,3,6,0.5
3765,2011,2016,6,6,1.0
3766,2011,2012,2,6,0.3333333333333333
3767,2011,2016,6,6,1.0
3768,2011,2012,2,6,0.3333333333333333
3769,2011,2012,2,6,0.3333333333333333
3770,2011,2016,6,6,1.0
3771,2011,2011,1,6,0.16666666666666666
3772,2011,2012,2,6,0.3333333333333333
3773,2011,2016,6,6,1.0
3774,2011,2012,2,6,0.3333333333333333
3775,2011,2012,2,6,0.3333333333333333
3776,2011,2012,2,6,0.3333333333333333
3777,2011,2016,6,6,1.0
3778,2011,2011,1,6,0.16666666666666666
3779,2011,2011,1,6,0.16666666666666666
3780,2011,2016,6,6,1.0
3781,2011,2016,6,6,1.0
3782,2011,2013,3,6,0.5
3783,2011,2015,5,6,0.8333333333333334
3784,2011,2014,4,6,0.6666666666666666
3785,2011,2016,6,6,1.0
3786,2011,2016,6,6,1.0
3787,2011,2016,6,6,1.0
3788,2011,2015,5,6,0.8333333333333334
3789,2011,2016,6,6,1.0
3790,2011,2013,3,6,0.5
3791,2011,2012,2,6,0.3333333333333333
3792,2011,2016,6,6,1.0
3793,2011,2016,6,6,1.0
3794,2011,2016,6,6,1.0
3795,2011,2012,2,6,0.3333333333333333
3796,2011,2016,6,6,1.0
3797,2011,2013,3,6,0.5
3798,2011,2015,5,6,0.8333333333333334
3799,2011,2016,6,6,1.0
3800,2011,2016,6,6,1.0
3801,2011,2013,3,6,0.5
3802,2011,2016,6,6,1.0
3803,2011,2011,1,6,0.16666666666666666
3804,unknown,n/a,0,unknown,0
3805,2011,2011,1,6,0.16666666666666666
3806,2011,2012,2,6,0.3333333333333333
3807,2011,2016,6,6,1.0
3808,2011,2011,1,6,0.16666666666666666
3809,unknown,n/a,0,unknown,0
3810,2011,2011,1,6,0.16666666666666666
3811,2011,2014,4,6,0.6666666666666666
3812,2011,2016,6,6,1.0
3813,2011,2013,3,6,0.5
3814,2011,2016,6,6,1.0
3815,2011,2016,6,6,1.0
3817,2011,2011,1,6,0.16666666666666666
3818,2011,2011,1,6,0.16666666666666666
3819,2011,2011,1,6,0.16666666666666666
3820,2011,2011,1,6,0.16666666666666666
3821,2011,2016,6,6,1.0
3822,2011,2016,6,6,1.0
3823,2011,2012,2,6,0.3333333333333333
3824,2011,2016,6,6,1.0
3825,2011,2012,2,6,0.3333333333333333
3826,2011,2016,6,6,1.0
3827,2011,2011,1,6,0.16666666666666666
3828,2011,2015,5,6,0.8333333333333334
3829,2011,2014,3,6,0.5
3830,unknown,n/a,0,unknown,0
3831,2011,2016,6,6,1.0
3832,unknown,n/a,0,unknown,0
3833,2011,2013,3,6,0.5
3834,2011,2016,6,6,1.0
3835,2011,2016,6,6,1.0
3836,unknown,n/a,0,unknown,0
3837,2011,2012,2,6,0.3333333333333333
3838,2011,2016,6,6,1.0
3839,2011,2016,6,6,1.0
3840,2011,2016,6,6,1.0
3841,2011,2012,2,6,0.3333333333333333
3842,2011,2013,3,6,0.5
3843,2011,2016,6,6,1.0
3844,2011,2016,6,6,1.0
3845,2011,2016,6,6,1.0
3846,2011,2015,5,6,0.8333333333333334
3847,2011,2016,6,6,1.0
3848,2011,2016,6,6,1.0
3849,2010,2014,4,7,0.5714285714285714
3851,2011,2014,4,6,0.6666666666666666
3853,2011,2016,6,6,1.0
3854,unknown,n/a,0,unknown,0
3855,2011,2011,1,6,0.16666666666666666
3856,2011,2015,5,6,0.8333333333333334
3857,2011,2011,1,6,0.16666666666666666
3858,2011,2012,2,6,0.3333333333333333
3859,2011,2016,6,6,1.0
3860,2011,2013,3,6,0.5
3861,2011,2016,6,6,1.0
3862,2011,2013,3,6,0.5
3863,2011,2016,6,6,1.0
3864,2011,2011,1,6,0.16666666666666666
3865,2011,2016,6,6,1.0
3866,2011,2011,1,6,0.16666666666666666
3867,2011,2012,2,6,0.3333333333333333
3868,2011,2016,6,6,1.0
3869,2011,2011,1,6,0.16666666666666666
3870,2011,2013,2,6,0.3333333333333333
3871,2011,2016,6,6,1.0
3872,2011,2016,6,6,1.0
3873,unknown,n/a,0,unknown,0
3874,unknown,n/a,0,unknown,0
3875,2011,2016,6,6,1.0
3876,2011,2016,6,6,1.0
3877,unknown,n/a,0,unknown,0
3878,2011,2016,6,6,1.0
3879,2011,2012,2,6,0.3333333333333333
3880,2011,2016,6,6,1.0
3881,2011,2015,5,6,0.8333333333333334
3882,2011,2016,6,6,1.0
3883,2011,2016,6,6,1.0
3884,2011,2013,1,6,0.16666666666666666
3885,2011,2015,3,6,0.5
3886,2011,2016,3,6,0.5
3925,2012,2016,5,5,1.0
3926,2012,2016,5,5,1.0
3927,2012,2014,3,5,0.6
3928,2012,2016,5,5,1.0
3929,2012,2016,5,5,1.0
3930,2012,2016,5,5,1.0
3931,2012,2016,5,5,1.0
3932,2012,2016,5,5,1.0
3933,2012,2016,5,5,1.0
3934,2012,2012,2,5,0.4
3936,2012,2016,5,5,1.0
3937,2012,2016,5,5,1.0
3938,2012,2013,2,5,0.4
3939,2012,2016,5,5,1.0
3940,2012,2016,5,5,1.0
3941,2012,2016,5,5,1.0
3942,2012,2013,2,5,0.4
3943,2012,2013,2,5,0.4
3944,2012,2016,5,5,1.0
3945,2012,2012,1,5,0.2
3946,2012,2016,5,5,1.0
3947,2012,2016,5,5,1.0
3948,2012,2012,1,5,0.2
3949,2012,2016,5,5,1.0
3950,2012,2016,5,5,1.0
3951,2012,2016,6,5,1.2
3952,2012,2016,5,5,1.0
3953,2012,2016,4,5,0.8
3954,2012,2016,5,5,1.0
3955,2012,2016,5,5,1.0
3956,unknown,n/a,0,unknown,0
3957,2012,2016,5,5,1.0
3958,2012,2016,5,5,1.0
3959,2012,2016,5,5,1.0
3960,2012,2012,1,5,0.2
3961,2012,2016,5,5,1.0
3962,2012,2014,3,5,0.6
3963,2012,2013,2,5,0.4
3964,unknown,n/a,0,unknown,0
3965,2012,2016,5,5,1.0
3966,2012,2016,5,5,1.0
3967,2012,2015,4,5,0.8
3968,2012,2015,3,5,0.6
3969,2012,2016,5,5,1.0
3970,2012,2016,6,5,1.2
3971,2012,2016,5,5,1.0
3972,2012,2014,3,5,0.6
3973,2012,2014,3,5,0.6
3974,2012,2016,5,5,1.0
3975,2012,2016,5,5,1.0
3976,2012,2016,5,5,1.0
3977,2012,2014,3,5,0.6
3978,2012,2012,1,5,0.2
3979,2012,2015,4,5,0.8
3980,2012,2012,1,5,0.2
3981,2012,2016,5,5,1.0
3983,2012,2013,2,5,0.4
3984,2012,2016,5,5,1.0
3985,2012,2016,5,5,1.0
3986,2012,2016,5,5,1.0
3987,2012,2014,3,5,0.6
3988,2012,2016,5,5,1.0
3989,2012,2014,3,5,0.6
3990,2012,2016,5,5,1.0
3991,2012,2016,5,5,1.0
3992,2012,2015,4,5,0.8
3993,2012,2016,5,5,1.0
3994,2012,2012,1,5,0.2
3995,2012,2013,2,5,0.4
3996,2012,2016,5,5,1.0
3997,2012,2016,5,5,1.0
3998,2012,2015,4,5,0.8
3999,2012,2016,5,5,1.0
4000,2012,2013,2,5,0.4
4001,2012,2016,5,5,1.0
4002,2012,2012,1,5,0.2
4003,2012,2016,5,5,1.0
4004,2012,2016,5,5,1.0
4005,2012,2016,5,5,1.0
4006,2012,2016,5,5,1.0
4007,2012,2016,5,5,1.0
4008,2012,2015,4,5,0.8
4009,2012,2016,5,5,1.0
4010,2012,2016,5,5,1.0
4011,2012,2016,5,5,1.0
4012,2012,2016,5,5,1.0
4013,2012,2016,5,5,1.0
4014,2012,2016,5,5,1.0
4015,2012,2016,5,5,1.0
4016,2012,2013,2,5,0.4
4017,2012,2012,1,5,0.2
4018,2012,2016,5,5,1.0
4019,2012,2016,5,5,1.0
4020,2012,2016,5,5,1.0
4021,2012,2016,5,5,1.0
4022,2012,2012,1,5,0.2
4023,2012,2016,4,5,0.8
4024,2012,2016,5,5,1.0
4025,2012,2015,4,5,0.8
4026,2012,2016,5,5,1.0
4027,2012,2016,5,5,1.0
4028,2012,2016,5,5,1.0
4029,2012,2013,2,5,0.4
4030,2012,2016,5,5,1.0
4031,2012,2016,5,5,1.0
4032,2012,2014,3,5,0.6
4034,2012,2016,5,5,1.0
4035,2012,2016,5,5,1.0
4036,2012,2013,2,5,0.4
4037,2012,2013,2,5,0.4
4038,2012,2014,3,5,0.6
4039,2012,2016,5,5,1.0
4040,unknown,n/a,0,unknown,0
4041,2012,2016,5,5,1.0
4042,2012,2016,5,5,1.0
4043,2012,2016,5,5,1.0
4044,2012,2013,2,5,0.4
4045,2012,2015,3,5,0.6
4046,2012,2013,2,5,0.4
4047,2012,2016,5,5,1.0
4048,2012,2016,5,5,1.0
4049,2012,2016,5,5,1.0
4050,2012,2016,5,5,1.0
4051,2012,2016,5,5,1.0
4052,2012,2013,2,5,0.4
4053,2012,2016,5,5,1.0
4054,2012,2016,5,5,1.0
4055,2012,2016,5,5,1.0
4056,2012,2016,5,5,1.0
4057,2012,2016,5,5,1.0
4058,2012,2013,2,5,0.4
4059,2012,2012,1,5,0.2
4060,2012,2016,5,5,1.0
4061,2012,2016,5,5,1.0
4062,2012,2012,1,5,0.2
4063,2012,2016,5,5,1.0
4064,2012,2016,5,5,1.0
4065,2012,2016,5,5,1.0
4066,2012,2013,2,5,0.4
4067,2012,2016,5,5,1.0
4068,2012,2016,5,5,1.0
4069,2012,2016,5,5,1.0
4070,2012,2014,3,5,0.6
4071,2012,2013,2,5,0.4
4072,2012,2014,3,5,0.6
4073,2012,2016,5,5,1.0
4074,2012,2016,5,5,1.0
4075,2012,2016,5,5,1.0
4076,2012,2016,4,5,0.8
4077,2012,2016,5,5,1.0
4078,2012,2016,5,5,1.0
4079,2012,2016,5,5,1.0
4080,2012,2016,5,5,1.0
4081,2012,2013,2,5,0.4
4082,2012,2016,5,5,1.0
4083,2012,2016,5,5,1.0
4084,2012,2012,1,5,0.2
4085,2012,2016,5,5,1.0
4086,2012,2013,2,5,0.4
4087,2012,2016,5,5,1.0
4088,2012,2013,2,5,0.4
4089,2012,2016,5,5,1.0
4090,2012,2016,5,5,1.0
4091,2012,2016,5,5,1.0
4092,2012,2015,4,5,0.8
4093,2012,2016,5,5,1.0
4094,2012,2012,1,5,0.2
4095,2012,2014,3,5,0.6
4096,2012,2016,5,5,1.0
4097,2012,2016,5,5,1.0
4098,2012,2016,5,5,1.0
4099,2012,2016,5,5,1.0
4101,2012,2012,1,5,0.2
4102,2012,2014,3,5,0.6
4103,2012,2016,5,5,1.0
4104,2012,2016,5,5,1.0
4105,2012,2014,3,5,0.6
4106,2012,2014,3,5,0.6
4107,2012,2016,5,5,1.0
4108,2012,2014,3,5,0.6
4109,2012,2012,1,5,0.2
4110,2012,2016,5,5,1.0
4111,2012,2016,5,5,1.0
4112,2012,2016,5,5,1.0
4113,2012,2013,2,5,0.4
4114,2012,2016,5,5,1.0
4115,2012,2016,5,5,1.0
4116,unknown,n/a,0,unknown,0
4117,2012,2012,1,5,0.2
4118,2012,2016,5,5,1.0
4119,2012,2016,5,5,1.0
4120,2012,2016,5,5,1.0
4121,2012,2016,5,5,1.0
4122,2012,2016,5,5,1.0
4123,2012,2016,4,5,0.8
4124,2012,2013,2,5,0.4
4125,2012,2016,5,5,1.0
4126,2012,2015,4,5,0.8
4127,2012,2016,5,5,1.0
4128,2012,2014,3,5,0.6
4129,2012,2012,1,5,0.2
4130,2012,2016,5,5,1.0
4131,2012,2016,5,5,1.0
4132,2012,2016,5,5,1.0
4133,2012,2012,1,5,0.2
4134,2012,2014,3,5,0.6
4135,2012,2016,5,5,1.0
4136,2012,2013,2,5,0.4
4137,2012,2016,5,5,1.0
4138,2012,2013,2,5,0.4
4139,2012,2016,5,5,1.0
4140,2012,2015,4,5,0.8
4141,2012,2016,5,5,1.0
4142,2012,2014,3,5,0.6
4143,2012,2016,5,5,1.0
4144,2012,2014,3,5,0.6
4145,2012,2016,5,5,1.0
4146,2012,2016,5,5,1.0
4147,2012,2012,1,5,0.2
4148,2012,2015,4,5,0.8
4149,2012,2015,4,5,0.8
4150,2012,2016,5,5,1.0
4151,2012,2016,5,5,1.0
4152,2012,2016,5,5,1.0
4153,2012,2016,5,5,1.0
4154,2012,2016,5,5,1.0
4155,2012,2016,5,5,1.0
4156,2012,2016,5,5,1.0
4157,2012,n/a,0,5,0.0
4158,2012,2015,4,5,0.8
4159,2012,2016,5,5,1.0
4160,2012,2016,5,5,1.0
4161,2012,2016,5,5,1.0
4162,2012,2012,1,5,0.2
4163,2012,2014,3,5,0.6
4164,2012,2012,1,5,0.2
4165,2012,2015,4,5,0.8
4166,2012,2016,5,5,1.0
4167,2012,2015,4,5,0.8
4169,2012,2016,4,5,0.8
4170,2012,2012,1,5,0.2
4171,2012,2016,5,5,1.0
4172,2012,2012,1,5,0.2
4173,2012,2016,5,5,1.0
4174,2012,2016,5,5,1.0
4175,2012,2016,5,5,1.0
4176,2012,2016,5,5,1.0
4177,2012,2012,1,5,0.2
4178,2012,2014,3,5,0.6
4179,2012,2016,4,5,0.8
4180,2012,2016,5,5,1.0
4181,2012,2016,5,5,1.0
4182,2012,2016,5,5,1.0
4183,2012,2016,5,5,1.0
4184,2012,2013,2,5,0.4
4185,2012,2014,3,5,0.6
4186,2012,2016,5,5,1.0
4187,2012,2016,5,5,1.0
4188,2012,2016,5,5,1.0
4189,2012,2016,5,5,1.0
4190,2012,2012,1,5,0.2
4191,2012,2016,5,5,1.0
4192,2012,2016,5,5,1.0
4193,2012,2016,5,5,1.0
4195,2012,2016,5,5,1.0
4196,2012,2015,4,5,0.8
4197,2012,2013,2,5,0.4
4198,2012,2016,5,5,1.0
4199,2012,2012,1,5,0.2
4200,2012,2013,2,5,0.4
4201,2012,2016,5,5,1.0
4202,2012,2013,2,5,0.4
4203,2012,2016,5,5,1.0
4205,2012,2016,5,5,1.0
4206,2012,2016,5,5,1.0
4207,2012,2016,5,5,1.0
4208,2012,2012,1,5,0.2
4209,2012,2016,5,5,1.0
4210,2012,2013,2,5,0.4
4211,2012,2015,4,5,0.8
4212,2012,2016,5,5,1.0
4213,2012,2016,5,5,1.0
4214,2012,2012,1,5,0.2
4215,2012,2016,5,5,1.0
4216,2012,2016,5,5,1.0
4217,2012,2016,5,5,1.0
4218,2012,2016,3,5,0.6
4219,2012,2016,5,5,1.0
4222,2012,2012,1,5,0.2
4223,2012,2013,2,5,0.4
4224,2012,2014,3,5,0.6
4225,2012,2016,5,5,1.0
4226,2012,2016,5,5,1.0
4227,2012,2012,1,5,0.2
4228,2012,2013,2,5,0.4
4229,2012,2016,5,5,1.0
4230,2012,2016,5,5,1.0
4231,2012,2015,3,5,0.6
4232,2012,2016,5,5,1.0
4234,2012,2015,4,5,0.8
4235,2012,2016,5,5,1.0
4236,2012,2012,1,5,0.2
4237,2012,2016,5,5,1.0
4238,2012,2016,5,5,1.0
4239,2012,2016,5,5,1.0
4240,2012,2016,4,5,0.8
4241,2012,2016,5,5,1.0
4242,2012,2016,5,5,1.0
4243,2012,2016,5,5,1.0
4244,2012,2016,5,5,1.0
4245,2012,2014,3,5,0.6
4246,2012,2016,5,5,1.0
4247,2012,2016,5,5,1.0
4248,2012,2016,4,5,0.8
4249,2012,2012,1,5,0.2
4250,2012,2014,2,5,0.4
4251,2012,2014,3,5,0.6
4252,2012,2016,5,5,1.0
4253,2012,2016,5,5,1.0
4254,2012,2013,2,5,0.4
4255,2012,2016,5,5,1.0
4256,2012,2016,5,5,1.0
4257,2012,2012,1,5,0.2
4258,2012,2012,1,5,0.2
4259,2012,2013,2,5,0.4
4260,2012,2016,5,5,1.0
4261,2012,2013,2,5,0.4
4262,2012,2016,5,5,1.0
4263,2012,2016,5,5,1.0
4264,2012,2016,5,5,1.0
4265,2012,2016,5,5,1.0
4266,2012,2015,4,5,0.8
4267,2012,2016,5,5,1.0
4268,2012,2016,5,5,1.0
4269,2012,2016,5,5,1.0
4270,2012,2014,3,5,0.6
4271,2012,2013,2,5,0.4
4272,2012,2016,5,5,1.0
4273,2012,2012,1,5,0.2
4275,2012,2015,4,5,0.8
4276,2012,2016,5,5,1.0
4277,2012,2016,5,5,1.0
4278,unknown,n/a,0,unknown,0
4279,2012,2013,2,5,0.4
4280,2012,2014,3,5,0.6
4281,2012,2016,5,5,1.0
4282,2012,2013,2,5,0.4
4283,2012,2016,5,5,1.0
4284,2012,2016,5,5,1.0
4285,2012,2016,5,5,1.0
4286,2012,2016,5,5,1.0
4287,2012,2012,1,5,0.2
4288,2012,2015,4,5,0.8
4289,2012,2014,3,5,0.6
4290,2012,2016,5,5,1.0
4291,2012,2016,5,5,1.0
4292,2012,2016,5,5,1.0
4293,2012,2016,5,5,1.0
4294,2012,2013,2,5,0.4
4295,2012,2016,5,5,1.0
4296,2012,2016,5,5,1.0
4297,2012,2012,1,5,0.2
4298,2012,2016,5,5,1.0
4299,2012,2016,5,5,1.0
4300,2012,2016,4,5,0.8
4301,2012,2016,5,5,1.0
4302,2012,2015,4,5,0.8
4304,2012,2015,4,5,0.8
4306,2012,2016,5,5,1.0
4307,2012,2012,1,5,0.2
4308,2012,2016,4,5,0.8
4309,2012,2016,5,5,1.0
4310,2012,2016,5,5,1.0
4311,2012,2016,5,5,1.0
4314,2012,2016,5,5,1.0
4315,2012,2012,1,5,0.2
4316,2012,2016,5,5,1.0
4317,2012,2013,2,5,0.4
4318,2012,2012,1,5,0.2
4319,2012,2016,5,5,1.0
4320,2012,2016,5,5,1.0
4321,2012,2013,2,5,0.4
4322,2012,2016,5,5,1.0
4323,2012,2012,1,5,0.2
4324,2012,2013,2,5,0.4
4325,2012,2016,5,5,1.0
4326,2012,2012,1,5,0.2
4327,2012,2016,5,5,1.0
4328,2012,2016,5,5,1.0
4329,2012,2016,5,5,1.0
4330,2012,2016,5,5,1.0
4331,2012,2016,5,5,1.0
4332,2012,2016,5,5,1.0
4333,2012,2012,1,5,0.2
4334,2012,2016,5,5,1.0
4335,2012,2016,5,5,1.0
4336,2012,2016,5,5,1.0
4337,2012,2016,5,5,1.0
4338,2012,2016,5,5,1.0
4339,2012,2012,1,5,0.2
4341,2012,2013,2,5,0.4
4342,2012,2016,5,5,1.0
4343,2012,2016,5,5,1.0
4344,2012,2013,2,5,0.4
4345,2012,2013,2,5,0.4
4346,2012,2014,3,5,0.6
4347,2012,2012,1,5,0.2
4348,2012,2016,5,5,1.0
4349,2012,2014,3,5,0.6
4350,2012,2012,1,5,0.2
4351,2012,2013,2,5,0.4
4352,2012,2016,5,5,1.0
4353,2012,2016,5,5,1.0
4354,2012,2015,4,5,0.8
4355,2012,2016,5,5,1.0
4356,2012,2016,5,5,1.0
4357,2012,2015,2,5,0.4
4358,unknown,n/a,0,unknown,0
4359,2012,2013,2,5,0.4
4360,2012,2016,5,5,1.0
4361,2012,2016,5,5,1.0
4362,2012,2016,5,5,1.0
4363,2012,2012,1,5,0.2
4364,2012,2016,5,5,1.0
4365,unknown,n/a,0,unknown,0
4366,2012,2013,2,5,0.4
4367,2012,2012,1,5,0.2
4368,2012,2016,5,5,1.0
4369,2012,2013,1,5,0.2
4370,2012,2012,1,5,0.2
4371,2012,2016,5,5,1.0
4372,2012,2013,2,5,0.4
4373,2012,2016,5,5,1.0
4374,2012,2013,2,5,0.4
4375,2012,2016,5,5,1.0
4376,2012,2016,5,5,1.0
4377,2012,2016,5,5,1.0
4378,2012,2016,5,5,1.0
4379,2012,2012,1,5,0.2
4380,2012,2016,5,5,1.0
4381,2012,2016,5,5,1.0
4382,2012,2014,3,5,0.6
4383,2012,2016,5,5,1.0
4384,2012,2016,5,5,1.0
4385,2012,2013,2,5,0.4
4386,2012,2016,5,5,1.0
4387,2012,2013,2,5,0.4
4388,2012,2016,5,5,1.0
4389,2012,2013,2,5,0.4
4390,2012,2016,5,5,1.0
4391,2012,2016,5,5,1.0
4392,2012,2016,5,5,1.0
4394,2012,2012,1,5,0.2
4395,2012,2016,5,5,1.0
4396,2012,2015,4,5,0.8
4397,2012,2016,5,5,1.0
4398,2012,2016,5,5,1.0
4400,2012,2016,5,5,1.0
4401,2012,2016,5,5,1.0
4402,2012,2013,2,5,0.4
4403,2012,2016,5,5,1.0
4404,2012,2016,5,5,1.0
4405,2012,2016,5,5,1.0
4406,2012,2016,5,5,1.0
4407,unknown,n/a,0,unknown,0
4408,2012,2016,5,5,1.0
4409,2012,2016,5,5,1.0
4410,2012,2013,2,5,0.4
4411,unknown,n/a,0,unknown,0
4412,2012,2016,4,5,0.8
4413,2012,2015,2,5,0.4
4414,unknown,n/a,0,unknown,0
4415,2012,2016,3,5,0.6
4416,2012,2016,3,5,0.6
4418,2012,2016,3,5,0.6
4450,2013,2016,4,4,1.0
4451,2013,2016,4,4,1.0
4452,2013,2015,3,4,0.75
4453,2013,2016,4,4,1.0
4454,2013,2016,4,4,1.0
4455,2013,2016,4,4,1.0
4456,2013,2016,4,4,1.0
4457,2013,2014,2,4,0.5
4458,2013,2016,4,4,1.0
4459,2013,2016,4,4,1.0
4460,2013,2015,3,4,0.75
4461,2013,2016,4,4,1.0
4462,2013,2016,4,4,1.0
4463,2013,2013,1,4,0.25
4464,2013,2016,4,4,1.0
4465,unknown,n/a,0,unknown,0
4466,2013,2016,4,4,1.0
4467,2013,2016,4,4,1.0
4468,2013,2016,4,4,1.0
4469,2013,2016,4,4,1.0
4470,2013,2016,4,4,1.0
4471,2013,2016,4,4,1.0
4472,2013,2016,4,4,1.0
4473,2013,2016,4,4,1.0
4474,2013,2016,4,4,1.0
4475,2013,2016,4,4,1.0
4476,2013,2016,4,4,1.0
4477,2013,2013,1,4,0.25
4478,2013,2013,1,4,0.25
4479,2013,2013,1,4,0.25
4480,2013,2016,4,4,1.0
4481,2013,2016,4,4,1.0
4482,2013,2016,4,4,1.0
4483,2013,2014,2,4,0.5
4484,2013,2015,3,4,0.75
4485,2013,2016,4,4,1.0
4486,2013,2016,4,4,1.0
4487,2013,2014,2,4,0.5
4488,2013,2016,4,4,1.0
4489,2013,2014,2,4,0.5
4490,2013,2016,4,4,1.0
4491,2013,2016,4,4,1.0
4492,2013,2014,2,4,0.5
4493,unknown,n/a,0,unknown,0
4494,unknown,n/a,0,unknown,0
4495,2013,2016,4,4,1.0
4496,2013,2016,4,4,1.0
4497,2013,2016,4,4,1.0
4498,2013,2015,3,4,0.75
4499,2013,2016,4,4,1.0
4500,2013,2016,4,4,1.0
4501,2013,2016,4,4,1.0
4502,2013,2013,1,4,0.25
4503,unknown,n/a,0,unknown,0
4504,2013,2016,4,4,1.0
4505,2013,2016,4,4,1.0
4506,2013,2016,4,4,1.0
4507,2013,2016,4,4,1.0
4508,2013,2016,4,4,1.0
4509,2013,2015,3,4,0.75
4510,2013,2013,1,4,0.25
4511,2013,2016,4,4,1.0
4512,2013,2016,4,4,1.0
4513,2013,2016,4,4,1.0
